,NG sim,subject,SC_0.8,SC_0.9,SC_0.95,SC_0.98,SC_0.99,SC_1
642,42,2144,166,368,1217,2036,2036,2036
643,43,2144,1242,1284,1391,1422,1422,1422
644,44,2144,56,127,164,208,208,208
645,45,2144,138,153,217,409,409,409
646,46,2144,108,257,364,442,442,442
647,47,2144,1300,1360,1686,1907,1907,1907
648,48,2144,358,434,477,646,646,646
649,49,2144,57,83,123,216,216,216
650,50,2144,1160,1952,2021,2265,2265,2265
651,51,2144,1103,1435,1504,1638,1638,1638
652,52,2144,77,146,160,380,380,380
653,53,2144,110,122,369,603,603,603
654,54,2144,161,498,568,606,606,606
655,55,2144,131,464,707,796,796,796
656,56,2144,2861,4311,4317,4540,4540,4540
657,57,2144,104,368,383,969,969,969
658,58,2144,43,79,130,206,206,206
659,59,2144,70,272,345,421,421,421
660,60,2144,68,135,260,375,375,375
661,61,2144,106,248,320,429,429,429
662,62,2144,284,1096,1177,1224,1224,1224
663,63,2144,1168,1246,1357,1398,1398,1398
664,64,2144,151,241,251,376,376,376
665,65,2144,79,171,372,463,463,463
666,66,2144,339,385,507,834,834,834
667,67,2144,176,207,325,340,340,340
668,68,2144,155,2327,2423,2472,2472,2472
669,69,2144,259,310,505,512,512,512
670,70,2144,238,494,508,656,656,656
671,71,2144,231,647,736,850,850,850
672,72,2144,202,368,409,639,639,639
673,73,2144,419,882,901,1018,1018,1018
674,74,2144,372,482,1045,1150,1150,1150
675,75,2144,142,620,640,882,882,882
676,76,2144,427,588,648,835,835,835
677,77,2144,81,91,144,568,568,568
678,78,2144,88,159,229,374,374,374
679,79,2144,156,407,1439,1479,1479,1479
680,80,2144,155,219,315,390,390,390
681,81,2144,1950,2835,3411,3727,3727,3727
682,82,2144,68,203,320,372,372,372
683,83,2144,87,1498,1516,1683,1683,1683
684,84,2144,112,1294,1946,2030,2030,2030
685,85,2144,3108,3314,3385,3709,3709,3709
686,86,2144,5958,6964,7292,7476,7476,7476
687,87,2144,55,173,178,669,669,669
688,88,2144,127,202,518,710,710,710
689,89,2144,1580,3442,3522,3646,3646,3646
690,90,2144,630,1291,1353,1701,1701,1701
691,91,2144,41,90,102,196,196,196
692,92,2144,267,471,481,1012,1012,1012
693,93,2144,214,285,448,601,601,601
694,94,2144,706,1668,1683,1900,1900,1900
695,95,2144,534,818,853,881,881,881
696,96,2144,261,336,636,926,926,926
697,97,2144,142,265,466,672,672,672
698,98,2144,68,183,247,255,255,255
699,99,2144,175,2884,3160,4128,4128,4128
700,0,2147,107,671,840,1105,1105,1105
701,1,2147,67,197,497,550,550,550
702,2,2147,328,1995,2336,2552,2552,2552
703,3,2147,595,662,707,752,752,752
704,4,2147,170,225,265,287,287,287
705,5,2147,430,499,2711,2742,2742,2742
706,6,2147,3807,4419,4502,4640,4640,4640
707,7,2147,102,840,937,1404,1404,1404
708,8,2147,92,3532,4612,4782,4782,4782
709,9,2147,110,178,192,307,307,307
710,10,2147,134,158,232,331,331,331
711,11,2147,242,272,344,473,473,473
712,12,2147,39,51,67,124,124,124
713,13,2147,101,197,217,269,269,269
714,14,2147,69,1318,1322,1357,1357,1357
715,15,2147,97,311,418,522,522,522
716,16,2147,473,649,1020,1058,1058,1058
717,17,2147,105,1249,1290,1438,1438,1438
718,18,2147,92,222,334,522,522,522
719,19,2147,111,126,214,1261,1261,1261
720,20,2147,58,213,261,507,507,507
721,21,2147,80,183,431,1268,1268,1268
722,22,2147,1217,1535,1545,1956,1956,1956
723,23,2147,84,608,1257,1335,1335,1335
724,24,2147,165,256,325,359,359,359
725,25,2147,61,367,455,538,538,538
726,26,2147,215,362,379,485,485,485
727,27,2147,135,933,1821,2069,2069,2069
728,28,2147,866,1856,1878,1898,1898,1898
729,29,2147,67,234,283,292,292,292
730,30,2147,653,914,941,983,983,983
731,31,2147,96,162,265,329,329,329
732,32,2147,502,2609,2708,2851,2851,2851
733,33,2147,117,150,419,532,532,532
734,34,2147,121,148,335,771,771,771
735,35,2147,627,1268,1373,1543,1543,1543
736,36,2147,298,338,351,415,415,415
737,37,2147,770,978,2009,2157,2157,2157
738,38,2147,261,707,745,884,884,884
739,39,2147,217,463,791,900,900,900
740,40,2147,268,1088,1105,1156,1156,1156
741,41,2147,550,606,665,875,875,875
742,42,2147,1723,1752,1808,2028,2028,2028
743,43,2147,929,2443,5050,5342,5342,5342
744,44,2147,127,228,345,871,871,871
745,45,2147,235,387,418,945,945,945
746,46,2147,323,652,688,1259,1259,1259
747,47,2147,196,471,510,542,542,542
748,48,2147,48,280,350,710,710,710
749,49,2147,43,75,109,533,533,533
750,50,2147,211,293,420,671,671,671
751,51,2147,226,349,578,617,617,617
752,52,2147,185,236,340,349,349,349
753,53,2147,83,129,447,569,569,569
754,54,2147,83,175,200,220,220,220
755,55,2147,610,678,701,1201,1201,1201
756,56,2147,865,1208,1336,1480,1480,1480
757,57,2147,58,117,235,563,563,563
758,58,2147,206,248,277,356,356,356
759,59,2147,333,606,651,1120,1120,1120
760,60,2147,195,389,401,534,534,534
761,61,2147,155,847,949,1105,1105,1105
762,62,2147,49,91,116,241,241,241
763,63,2147,75,158,249,478,478,478
764,64,2147,829,870,1086,1271,1271,1271
765,65,2147,121,252,288,470,470,470
766,66,2147,1890,2641,2763,2952,2952,2952
767,67,2147,62,517,715,1283,1283,1283
768,68,2147,226,279,301,477,477,477
769,69,2147,167,248,256,1450,1450,1450
770,70,2147,192,216,270,355,355,355
771,71,2147,43,71,144,298,298,298
772,72,2147,968,1353,1469,2155,2155,2155
773,73,2147,58,240,1769,1794,1794,1794
774,74,2147,67,202,1971,2004,2004,2004
775,75,2147,103,201,272,411,411,411
776,76,2147,331,364,425,515,515,515
777,77,2147,75,116,246,325,325,325
778,78,2147,518,706,761,2859,2859,2859
779,79,2147,53,82,116,133,133,133
780,80,2147,174,295,299,477,477,477
781,81,2147,60,114,130,331,331,331
782,82,2147,187,1348,1475,1521,1521,1521
783,83,2147,92,164,229,299,299,299
784,84,2147,212,382,428,526,526,526
785,85,2147,126,184,511,574,574,574
786,86,2147,71,100,136,149,149,149
787,87,2147,129,240,276,387,387,387
788,88,2147,352,483,689,755,755,755
789,89,2147,87,156,169,210,210,210
790,90,2147,112,252,275,700,700,700
791,91,2147,331,2412,2428,2920,2920,2920
792,92,2147,433,598,718,1093,1093,1093
793,93,2147,114,194,259,486,486,486
794,94,2147,1090,1222,1247,1294,1294,1294
795,95,2147,79,155,217,389,389,389
796,96,2147,73,373,376,1567,1567,1567
797,97,2147,1190,1322,1491,1540,1540,1540
798,98,2147,129,219,249,633,633,633
799,99,2147,328,1109,1183,1614,1614,1614
800,0,2150,127,202,227,730,730,730
801,1,2150,161,4897,4925,5119,5119,5119
802,2,2150,111,993,1236,1311,1311,1311
803,3,2150,177,789,1042,1192,1192,1192
804,4,2150,330,434,464,562,562,562
805,5,2150,142,253,309,1106,1106,1106
806,6,2150,981,1027,1101,2092,2092,2092
807,7,2150,68,125,150,219,219,219
808,8,2150,168,216,329,452,452,452
809,9,2150,272,465,531,801,801,801
810,10,2150,107,243,257,781,781,781
811,11,2150,6928,7007,7122,7290,7290,7290
812,12,2150,332,695,726,1215,1215,1215
813,13,2150,58,94,5781,5828,5828,5828
814,14,2150,363,602,619,1255,1255,1255
815,15,2150,155,239,248,317,317,317
816,16,2150,1486,1747,1809,1923,1923,1923
817,17,2150,198,324,345,1629,1629,1629
818,18,2150,42,809,1338,1452,1452,1452
819,19,2150,87,170,218,267,267,267
820,20,2150,80,342,481,569,569,569
821,21,2150,4750,4919,4928,4954,4954,4954
822,22,2150,4496,5876,6008,6174,6174,6174
823,23,2150,1907,2100,2140,2437,2437,2437
824,24,2150,127,235,6998,7041,7041,7041
825,25,2150,120,220,348,395,395,395
826,26,2150,237,360,446,871,871,871
827,27,2150,80,196,873,1089,1089,1089
828,28,2150,158,230,284,765,765,765
829,29,2150,256,691,773,1193,1193,1193
830,30,2150,97,906,983,1063,1063,1063
831,31,2150,5505,5921,6014,6046,6046,6046
832,32,2150,3558,3887,4213,4535,4535,4535
833,33,2150,288,314,932,1135,1135,1135
834,34,2150,69,143,213,241,241,241
835,35,2150,161,2210,2252,2271,2271,2271
836,36,2150,181,340,358,730,730,730
837,37,2150,105,366,642,685,685,685
838,38,2150,160,3131,3265,3577,3577,3577
839,39,2150,141,237,284,463,463,463
840,40,2150,5294,7432,7509,8180,8180,8180
841,41,2150,40,2960,3107,3306,3306,3306
842,42,2150,220,331,421,579,579,579
843,43,2150,131,180,271,1037,1037,1037
844,44,2150,233,293,523,809,809,809
845,45,2150,103,4744,4965,5070,5070,5070
846,46,2150,93,208,228,237,237,237
847,47,2150,406,837,942,2574,2574,2574
848,48,2150,1047,1202,1226,1437,1437,1437
849,49,2150,102,7256,7275,7498,7498,7498
850,50,2150,86,284,568,689,689,689
851,51,2150,88,322,853,1204,1204,1204
852,52,2150,4930,5114,5319,5473,5473,5473
853,53,2150,80,155,290,522,522,522
854,54,2150,138,208,284,343,343,343
855,55,2150,107,178,264,586,586,586
856,56,2150,740,795,1078,1215,1215,1215
857,57,2150,62,102,119,165,165,165
858,58,2150,892,993,1549,2223,2223,2223
859,59,2150,132,180,207,251,251,251
860,60,2150,1029,4847,4930,4970,4970,4970
861,61,2150,433,566,901,992,992,992
862,62,2150,94,187,298,370,370,370
863,63,2150,215,479,2377,2515,2515,2515
864,64,2150,171,4443,4505,4689,4689,4689
865,65,2150,87,247,351,855,855,855
866,66,2150,211,2811,2826,3316,3316,3316
867,67,2150,10242,10424,10537,10750,10750,10750
868,68,2150,186,298,439,451,451,451
869,69,2150,122,388,407,636,636,636
870,70,2150,61,311,321,343,343,343
871,71,2150,110,149,939,961,961,961
872,72,2150,2957,3075,3124,3248,3248,3248
873,73,2150,166,7012,7121,7835,7835,7835
874,74,2150,59,294,514,765,765,765
875,75,2150,78,130,157,181,181,181
876,76,2150,378,573,682,848,848,848
877,77,2150,660,883,1191,2210,2210,2210
878,78,2150,253,3046,3438,3798,3798,3798
879,79,2150,57,100,141,324,324,324
880,80,2150,7242,8973,9006,9023,9023,9023
881,81,2150,115,198,318,659,659,659
882,82,2150,66,213,230,312,312,312
883,83,2150,124,244,301,417,417,417
884,84,2150,332,5444,11156,11307,11307,11307
885,85,2150,778,1010,1031,1121,1121,1121
886,86,2150,1227,1273,1531,1608,1608,1608
887,87,2150,1459,3273,3510,3644,3644,3644
888,88,2150,2913,3217,3850,3904,3904,3904
889,89,2150,1835,1882,1905,2426,2426,2426
890,90,2150,197,744,825,954,954,954
891,91,2150,1080,2072,3525,3581,3581,3581
892,92,2150,175,260,2773,3037,3037,3037
893,93,2150,120,146,209,247,247,247
894,94,2150,4357,4447,4563,5249,5249,5249
895,95,2150,75,271,321,370,370,370
896,96,2150,122,149,619,647,647,647
897,97,2150,164,248,542,636,636,636
898,98,2150,116,145,205,310,310,310
899,99,2150,145,746,780,907,907,907
900,0,2151,68,133,206,363,363,363
901,1,2151,95,1803,1919,2001,2001,2001
902,2,2151,247,281,365,526,526,526
903,3,2151,124,332,358,474,474,474
904,4,2151,90,112,290,1047,1047,1047
905,5,2151,248,536,588,640,640,640
906,6,2151,111,539,852,927,927,927
907,7,2151,962,2654,2873,2934,2934,2934
908,8,2151,105,138,174,1158,1158,1158
909,9,2151,203,263,395,530,530,530
910,10,2151,127,203,231,290,290,290
911,11,2151,156,2758,2773,2853,2853,2853
912,12,2151,467,937,1006,1308,1308,1308
913,13,2151,69,127,133,162,162,162
914,14,2151,118,161,171,196,196,196
915,15,2151,592,1299,1929,2135,2135,2135
916,16,2151,2914,9969,10079,11441,11441,11441
917,17,2151,178,347,583,668,668,668
918,18,2151,400,735,753,911,911,911
919,19,2151,3394,3613,3700,3852,3852,3852
920,20,2151,100,147,168,270,270,270
921,21,2151,135,269,742,1173,1173,1173
922,22,2151,1805,2039,2799,2875,2875,2875
923,23,2151,106,526,668,1338,1338,1338
924,24,2151,126,201,221,333,333,333
925,25,2151,56,98,130,330,330,330
926,26,2151,4220,5082,5178,5200,5200,5200
927,27,2151,1078,3606,3829,4270,4270,4270
928,28,2151,60,961,975,1004,1004,1004
929,29,2151,186,1772,1808,1813,1813,1813
930,30,2151,113,347,495,599,599,599
931,31,2151,56,117,273,452,452,452
932,32,2151,62,267,306,328,328,328
933,33,2151,145,774,808,1263,1263,1263
934,34,2151,99,150,287,350,350,350
935,35,2151,1503,2628,2665,2797,2797,2797
936,36,2151,244,337,775,836,836,836
937,37,2151,423,1288,1326,1604,1604,1604
938,38,2151,119,299,381,645,645,645
939,39,2151,159,8369,8553,9218,9218,9218
940,40,2151,1982,2641,2722,2862,2862,2862
941,41,2151,174,196,234,310,310,310
942,42,2151,96,263,267,500,500,500
943,43,2151,380,495,1148,1160,1160,1160
944,44,2151,90,157,167,388,388,388
945,45,2151,193,680,3280,4359,4359,4359
946,46,2151,2926,3244,3343,3700,3700,3700
947,47,2151,85,327,531,733,733,733
948,48,2151,91,134,168,288,288,288
949,49,2151,80,518,588,1062,1062,1062
950,50,2151,74,255,553,578,578,578
951,51,2151,196,353,403,545,545,545
952,52,2151,72,139,318,362,362,362
953,53,2151,218,2959,2970,3209,3209,3209
954,54,2151,112,259,291,431,431,431
955,55,2151,101,785,864,920,920,920
956,56,2151,89,191,217,634,634,634
957,57,2151,62,70,77,331,331,331
958,58,2151,89,299,312,497,497,497
959,59,2151,209,827,931,1645,1645,1645
960,60,2151,230,1056,1086,1378,1378,1378
961,61,2151,112,282,368,406,406,406
962,62,2151,497,873,933,1047,1047,1047
963,63,2151,85,107,139,441,441,441
964,64,2151,312,613,748,947,947,947
965,65,2151,83,313,357,809,809,809
966,66,2151,136,540,578,752,752,752
967,67,2151,283,462,646,1069,1069,1069
968,68,2151,221,715,885,1122,1122,1122
969,69,2151,2530,13248,13344,13372,13372,13372
970,70,2151,388,2446,10622,11111,11111,11111
971,71,2151,86,107,989,2280,2280,2280
972,72,2151,72,89,119,229,229,229
973,73,2151,150,208,314,2518,2518,2518
974,74,2151,56,113,114,212,212,212
975,75,2151,307,358,425,492,492,492
976,76,2151,40,69,105,184,184,184
977,77,2151,89,201,217,324,324,324
978,78,2151,448,3935,3987,4101,4101,4101
979,79,2151,76,169,186,262,262,262
980,80,2151,192,4036,4754,5148,5148,5148
981,81,2151,138,1934,1953,2188,2188,2188
982,82,2151,271,343,356,480,480,480
983,83,2151,69,202,218,264,264,264
984,84,2151,171,286,346,408,408,408
985,85,2151,1095,5119,5455,5615,5615,5615
986,86,2151,208,389,424,644,644,644
987,87,2151,358,394,2905,3688,3688,3688
988,88,2151,234,506,618,733,733,733
989,89,2151,205,495,596,776,776,776
990,90,2151,286,491,6892,7110,7110,7110
991,91,2151,96,113,213,462,462,462
992,92,2151,473,643,2268,2349,2349,2349
993,93,2151,233,460,570,834,834,834
994,94,2151,102,159,172,309,309,309
995,95,2151,152,373,494,801,801,801
996,96,2151,923,1209,1285,1703,1703,1703
997,97,2151,219,920,1029,6976,6976,6976
998,98,2151,422,797,840,1048,1048,1048
999,99,2151,91,144,175,188,188,188
1000,0,2163,554,789,1274,1346,1346,1346
1001,1,2163,95,113,181,369,369,369
1002,2,2163,10502,10767,10797,11038,11038,11038
1003,3,2163,5659,5727,5761,5793,5793,5793
1004,4,2163,111,9345,9456,9738,9738,9738
1005,5,2163,100,174,184,194,194,194
1006,6,2163,164,278,293,692,692,692
1007,7,2163,120,400,453,1386,1386,1386
1008,8,2163,5431,12306,12312,26093,26093,26093
1009,9,2163,5685,8127,8191,8264,8264,8264
1010,10,2163,632,797,1252,6074,6074,6074
1011,11,2163,128,191,599,675,675,675
1012,12,2163,91,187,474,671,671,671
1013,13,2163,107,324,385,449,449,449
1014,14,2163,118,471,839,1043,1043,1043
1015,15,2163,301,476,546,653,653,653
1016,16,2163,51,94,119,245,245,245
1017,17,2163,55,1463,1496,1611,1611,1611
1018,18,2163,5254,5372,5849,6225,6225,6225
1019,19,2163,54,139,172,491,491,491
1020,20,2163,1410,1841,2324,2426,2426,2426
1021,21,2163,3935,3971,4321,4455,4455,4455
1022,22,2163,80,134,151,231,231,231
1023,23,2163,189,252,287,399,399,399
1024,24,2163,177,13741,13958,14236,14236,14236
1025,25,2163,266,330,351,528,528,528
1026,26,2163,3079,5218,5290,5387,5387,5387
1027,27,2163,273,474,642,941,941,941
1028,28,2163,259,464,510,675,675,675
1029,29,2163,274,11519,11545,11769,11769,11769
1030,30,2163,143,181,212,217,217,217
1031,31,2163,137,203,208,810,810,810
1032,32,2163,136,255,280,574,574,574
1033,33,2163,81,158,168,314,314,314
1034,34,2163,242,21879,22093,22352,22352,22352
1035,35,2163,81,258,269,294,294,294
1036,36,2163,277,742,850,896,896,896
1037,37,2163,535,576,644,785,785,785
1038,38,2163,122,284,1918,2115,2115,2115
1039,39,2163,94,341,1175,1453,1453,1453
1040,40,2163,178,367,374,471,471,471
1041,41,2163,255,709,1012,1116,1116,1116
1042,42,2163,602,3774,3942,4024,4024,4024
1043,43,2163,3115,3157,7682,7757,7757,7757
1044,44,2163,219,468,597,622,622,622
1045,45,2163,3502,13100,13394,13498,13498,13498
1046,46,2163,70,349,416,790,790,790
1047,47,2163,5919,5953,6080,6418,6418,6418
1048,48,2163,15046,15123,15189,15333,15333,15333
1049,49,2163,576,895,1186,1733,1733,1733
1050,50,2163,346,1349,1614,1692,1692,1692
1051,51,2163,12567,26813,27019,27069,27069,27069
1052,52,2163,144,5280,5427,5774,5774,5774
1053,53,2163,251,329,544,646,646,646
1054,54,2163,140,201,495,770,770,770
1055,55,2163,178,276,505,610,610,610
1056,56,2163,163,224,301,445,445,445
1057,57,2163,129,9400,9487,9743,9743,9743
1058,58,2163,2153,2502,2598,4740,4740,4740
1059,59,2163,73,22761,22925,22961,22961,22961
1060,60,2163,1188,1376,14537,14901,14901,14901
1061,61,2163,102,227,234,303,303,303
1062,62,2163,263,541,627,712,712,712
1063,63,2163,68,184,188,510,510,510
1064,64,2163,725,1210,1277,1564,1564,1564
1065,65,2163,531,890,1198,1209,1209,1209
1066,66,2163,231,473,594,670,670,670
1067,67,2163,90,224,250,329,329,329
1068,68,2163,73,235,310,358,358,358
1069,69,2163,66,92,201,335,335,335
1070,70,2163,135,863,947,1127,1127,1127
1071,71,2163,252,19579,19588,20086,20086,20086
1072,72,2163,145,2704,2735,3101,3101,3101
1073,73,2163,2085,2861,2883,2918,2918,2918
1074,74,2163,534,587,746,955,955,955
1075,75,2163,200,902,1334,1379,1379,1379
1076,76,2163,70,116,485,621,621,621
1077,77,2163,379,493,1445,18683,18683,18683
1078,78,2163,176,303,384,391,391,391
1079,79,2163,58,80,194,281,281,281
1080,80,2163,1214,1259,1298,1478,1478,1478
1081,81,2163,130,191,322,478,478,478
1082,82,2163,33,67,78,168,168,168
1083,83,2163,47,149,189,225,225,225
1084,84,2163,63,110,209,271,271,271
1085,85,2163,44,54,64,131,131,131
1086,86,2163,13842,13989,14395,15254,15254,15254
1087,87,2163,369,478,526,610,610,610
1088,88,2163,428,5789,5948,9402,9402,9402
1089,89,2163,241,327,20266,20319,20319,20319
1090,90,2163,65,96,666,1068,1068,1068
1091,91,2163,140,913,3997,4400,4400,4400
1092,92,2163,497,1277,1319,1472,1472,1472
1093,93,2163,137,222,242,1728,1728,1728
1094,94,2163,199,1358,1477,2221,2221,2221
1095,95,2163,97,244,273,599,599,599
1096,96,2163,172,302,4862,4962,4962,4962
1097,97,2163,3196,3925,3990,4441,4441,4441
1098,98,2163,38,186,1373,1446,1446,1446
1099,99,2163,94,232,302,318,318,318
1100,0,2164,299,392,427,485,485,485
1101,1,2164,100,618,936,1193,1193,1193
1102,2,2164,86,185,219,301,301,301
1103,3,2164,154,322,467,483,483,483
1104,4,2164,365,929,1015,1157,1157,1157
1105,5,2164,228,293,339,575,575,575
1106,6,2164,407,957,1439,1671,1671,1671
1107,7,2164,67,121,130,566,566,566
1108,8,2164,90,442,498,757,757,757
1109,9,2164,915,1016,1445,1933,1933,1933
1110,10,2164,634,661,687,757,757,757
1111,11,2164,103,232,245,287,287,287
1112,12,2164,120,278,285,646,646,646
1113,13,2164,362,519,623,785,785,785
1114,14,2164,378,409,431,559,559,559
1115,15,2164,109,164,174,278,278,278
1116,16,2164,68,325,378,553,553,553
1117,17,2164,41,158,256,460,460,460
1118,18,2164,276,852,883,1071,1071,1071
1119,19,2164,252,286,434,808,808,808
1120,20,2164,207,271,345,932,932,932
1121,21,2164,335,453,481,737,737,737
1122,22,2164,1792,1863,2031,2094,2094,2094
1123,23,2164,73,265,292,405,405,405
1124,24,2164,433,519,555,751,751,751
1125,25,2164,41,82,102,258,258,258
1126,26,2164,42,85,151,235,235,235
1127,27,2164,64,157,170,206,206,206
1128,28,2164,87,129,153,195,195,195
1129,29,2164,589,2397,2440,2575,2575,2575
1130,30,2164,120,672,1144,1485,1485,1485
1131,31,2164,66,114,2881,3232,3232,3232
1132,32,2164,203,258,287,315,315,315
1133,33,2164,121,478,495,596,596,596
1134,34,2164,136,203,371,418,418,418
1135,35,2164,338,418,456,666,666,666
1136,36,2164,805,833,1120,1307,1307,1307
1137,37,2164,174,697,732,775,775,775
1138,38,2164,51,91,346,568,568,568
1139,39,2164,77,107,131,149,149,149
1140,40,2164,302,433,759,791,791,791
1141,41,2164,176,203,229,297,297,297
1142,42,2164,182,264,402,601,601,601
1143,43,2164,423,482,491,528,528,528
1144,44,2164,164,258,981,1006,1006,1006
1145,45,2164,64,82,116,162,162,162
1146,46,2164,429,497,559,686,686,686
1147,47,2164,495,515,549,608,608,608
1148,48,2164,128,136,149,186,186,186
1149,49,2164,226,352,460,585,585,585
1150,50,2164,752,3297,3334,3527,3527,3527
1151,51,2164,178,210,688,710,710,710
1152,52,2164,459,1945,1955,2443,2443,2443
1153,53,2164,2103,2998,3202,3447,3447,3447
1154,54,2164,226,602,689,1169,1169,1169
1155,55,2164,62,109,121,578,578,578
1156,56,2164,63,547,647,854,854,854
1157,57,2164,1189,1270,1602,1704,1704,1704
1158,58,2164,120,288,301,503,503,503
1159,59,2164,42,144,235,272,272,272
1160,60,2164,243,394,542,653,653,653
1161,61,2164,916,3103,3296,3363,3363,3363
1162,62,2164,207,325,517,741,741,741
1163,63,2164,135,350,378,552,552,552
1164,64,2164,130,549,633,1233,1233,1233
1165,65,2164,148,318,1503,1566,1566,1566
1166,66,2164,77,133,213,218,218,218
1167,67,2164,744,963,1176,1305,1305,1305
1168,68,2164,208,812,904,942,942,942
1169,69,2164,197,229,741,1024,1024,1024
1170,70,2164,134,324,384,428,428,428
1171,71,2164,454,509,541,623,623,623
1172,72,2164,246,353,361,470,470,470
1173,73,2164,411,975,1094,1484,1484,1484
1174,74,2164,258,368,443,744,744,744
1175,75,2164,189,1508,1617,1646,1646,1646
1176,76,2164,757,1041,1068,1122,1122,1122
1177,77,2164,177,189,290,362,362,362
1178,78,2164,121,329,406,826,826,826
1179,79,2164,165,784,827,977,977,977
1180,80,2164,416,507,638,678,678,678
1181,81,2164,59,76,87,167,167,167
1182,82,2164,854,994,1029,1333,1333,1333
1183,83,2164,95,135,240,457,457,457
1184,84,2164,69,104,141,363,363,363
1185,85,2164,64,82,93,313,313,313
1186,86,2164,96,422,457,735,735,735
1187,87,2164,57,297,753,1387,1387,1387
1188,88,2164,518,645,734,916,916,916
1189,89,2164,178,224,336,456,456,456
1190,90,2164,92,132,179,289,289,289
1191,91,2164,68,313,366,509,509,509
1192,92,2164,372,808,870,1017,1017,1017
